timestamp,open,high,low,close,volume
2022-11-12,17009.5,17066.8,16600.0,16775.9,1716.29516335
2022-11-13,16777.0,16928.4,16222.9,16310.0,2204.57236166
2022-11-14,16310.0,17149.7,15800.3,16585.9,5464.21767505
2022-11-15,16585.8,17098.4,16514.1,16877.3,3919.52112245
2022-11-16,16877.4,16984.0,16370.0,16664.0,3503.43459139
2022-11-17,16658.4,16742.3,16409.4,16681.7,2691.296304
2022-11-18,16685.2,16979.9,16540.8,16682.8,2788.76719319
2022-11-19,16682.7,16795.9,16550.0,16682.3,1067.19574052
2022-11-20,16684.0,16728.7,16156.8,16264.6,1647.22849178
2022-11-21,16264.5,16283.6,15470.5,15760.0,5952.51839666
2022-11-22,15759.7,16277.6,15582.7,16195.0,3833.18745104
2022-11-23,16198.3,16690.0,16150.9,16599.3,3329.94184907
2022-11-24,16597.2,16791.4,16451.5,16595.1,1786.95038289
2022-11-25,16591.7,16600.0,16347.6,16512.1,1626.55727334
2022-11-26,16514.9,16689.0,16390.6,16452.7,1304.32020917
2022-11-27,16451.9,16588.6,16395.3,16420.2,1330.8792591
2022-11-28,16420.2,16474.9,16000.0,16207.5,3534.75030939
2022-11-29,16207.0,16539.0,16095.5,16428.8,3630.56236773
2022-11-30,16428.8,17250.0,16420.2,17166.9,3971.9219054
2022-12-01,17170.6,17319.9,16870.4,16969.9,1994.20561779
2022-12-02,16971.6,17100.1,16784.2,17088.8,2229.28934527
2022-12-03,17088.7,17171.7,16870.5,16895.2,946.27285079
2022-12-04,16895.1,17199.0,16886.0,17118.8,1210.94214174
2022-12-05,17116.4,17440.0,16888.0,16966.0,3023.30781948
2022-12-06,16968.9,17100.0,16915.1,17084.7,1989.56161103
2022-12-07,17087.5,17130.0,16700.0,16837.3,1956.92404833
2022-12-08,16836.9,17298.9,16735.9,17228.5,2506.39787207
2022-12-09,17228.0,17366.2,17066.6,17131.1,2164.10125735
2022-12-10,17131.3,17226.8,17096.1,17124.0,605.40088665
2022-12-11,17125.0,17269.9,17070.4,17085.8,787.64786369
2022-12-12,17088.2,17247.8,16880.0,17207.3,2469.55945724
2022-12-13,17209.5,18070.0,17090.0,17769.1,4693.09268081
2022-12-14,17769.2,18387.5,17657.4,17804.9,4104.57528822
2022-12-15,17804.2,17853.8,17261.4,17361.5,3169.19749712
2022-12-16,17360.9,17533.9,16541.0,16631.0,4040.05047518
2022-12-17,16631.1,16795.0,16576.6,16782.9,1254.90053995
2022-12-18,16782.8,16865.7,16669.1,16746.6,877.81032141
2022-12-19,16745.5,16818.9,16260.2,16440.2,2848.00633501
2022-12-20,16441.4,17067.8,16399.9,16904.8,3123.88312964
2022-12-21,16897.4,16922.7,16729.9,16829.4,1751.00027026
2022-12-22,16823.5,16860.0,16565.9,16816.8,2066.51308028
2022-12-23,16816.8,16949.9,16749.9,16779.4,1976.44933367
2022-12-24,16779.3,16848.0,16776.4,16836.7,935.18948798
2022-12-25,16836.7,16847.9,16725.4,16824.9,696.14521846
2022-12-26,16824.9,16920.0,16801.0,16914.5,1279.00374891
2022-12-27,16914.5,16962.3,16590.1,16698.0,1935.53785983
2022-12-28,16698.0,16769.9,16453.2,16541.6,2244.74986038
2022-12-29,16541.6,16644.3,16487.0,16628.8,1400.44968157
2022-12-30,16628.9,16683.9,16325.2,16599.9,1989.86149729
2022-12-31,16600.0,16629.7,16464.1,16528.2,1846.94233079
2023-01-01,16528.7,16618.7,16490.0,16614.9,1389.07694929
2023-01-02,16615.0,16777.7,16550.0,16669.2,969.46126128
2023-01-03,16668.3,16770.2,16599.6,16669.3,2014.39897448
2023-01-04,16669.7,16987.4,16650.1,16848.9,2316.93963837
2023-01-05,16849.3,16873.3,16752.7,16824.9,1457.98749475
2023-01-06,16825.7,17036.0,16680.0,16951.1,2189.48403495
2023-01-07,16951.1,16974.9,16907.7,16945.0,606.6510829
2023-01-08,16945.1,17163.2,16910.5,17127.7,1130.87861303
2023-01-09,17125.8,17391.9,17105.6,17181.8,2641.22515785
2023-01-10,17181.8,17491.8,17150.4,17443.1,2532.21266915
2023-01-11,17443.1,17983.4,17308.8,17943.0,3279.44703068
2023-01-12,17943.0,19098.0,17912.9,18854.8,6112.39250441
2023-01-13,18855.5,19990.0,18720.6,19930.0,4630.32240592
2023-01-14,19930.1,21400.0,19910.0,20959.0,5727.623403
2023-01-15,20960.9,21066.9,20527.3,20877.0,1552.78992246
2023-01-16,20879.4,21484.9,20620.1,21191.3,3286.19939416
2023-01-17,21189.3,21679.1,20864.0,21148.7,3222.78121776
2023-01-18,21148.6,21639.9,20395.5,20680.0,7518.98869822
2023-01-19,20672.0,21207.0,20658.6,21084.2,2596.6562463
2023-01-20,21084.1,22747.5,20880.1,22682.1,4503.69168563
2023-01-21,22682.1,23428.6,22440.3,22781.0,5488.46489546
2023-01-22,22785.6,23108.5,22301.2,22717.1,3113.01291585
2023-01-23,22717.1,23166.6,22520.1,22926.1,3015.64985469
2023-01-24,22926.0,23158.7,22455.9,22633.8,3077.6435963
2023-01-25,22636.0,23829.3,22320.0,23056.5,5020.20465676
2023-01-26,23063.2,23293.3,22857.5,23010.6,3753.16392076
2023-01-27,23010.6,23500.0,22492.8,23077.5,3420.53397377
2023-01-28,23079.9,23191.9,22900.0,23031.1,1006.27935063
2023-01-29,23031.2,23950.0,22980.1,23751.0,3391.06720089
2023-01-30,23751.0,23798.7,22519.2,22835.1,3959.38376392
2023-01-31,22835.0,23317.9,22724.5,23134.9,2438.41900799
2023-02-01,23135.0,23809.2,22753.6,23732.6,4097.2274667
2023-02-02,23735.3,24282.1,23383.7,23489.6,5476.57407961
2023-02-03,23498.0,23722.0,23221.0,23437.0,3083.32867731
2023-02-04,23437.1,23589.8,23270.5,23327.3,1533.97899605
2023-02-05,23329.3,23428.8,22758.4,22937.8,2339.84591829
2023-02-06,22938.2,23150.0,22599.9,22766.3,3081.0372883
2023-02-07,22765.5,23347.7,22750.1,23253.2,2505.2081477
2023-02-08,23253.3,23450.0,22675.5,22964.8,2330.96864109
2023-02-09,22963.6,23008.2,21700.0,21792.0,4427.29733421
2023-02-10,21792.0,21939.9,21475.0,21639.8,2769.51193674
2023-02-11,21638.2,21909.8,21610.9,21868.2,1349.09720346
2023-02-12,21868.2,22099.9,21640.1,21786.0,1108.48249854
2023-02-13,21786.0,21902.2,21359.1,21791.2,2505.1404781
2023-02-14,21790.5,22331.3,21505.0,22213.1,2688.79461358
2023-02-15,22213.2,24366.4,22038.5,24334.5,5601.61561807
2023-02-16,24340.9,25275.7,23500.0,23521.5,6425.30247107
2023-02-17,23521.5,25010.5,23340.4,24572.3,5284.45899027
2023-02-18,24572.4,24872.7,24434.7,24643.7,1245.15028283
2023-02-19,24643.8,25190.0,24178.3,24287.2,2747.65642619
2023-02-20,24287.1,25117.9,23867.9,24839.8,3654.03187294
2023-02-21,24839.9,25250.0,24154.4,24442.1,5605.60627351
2023-02-22,24442.0,24442.7,23600.0,24186.6,4960.0717309
2023-02-23,24187.7,24602.8,23615.3,23942.4,5276.98150765
2023-02-24,23946.4,24134.3,22800.8,23193.8,4096.3840866
2023-02-25,23193.7,23224.9,22739.9,23167.3,1909.52523055
2023-02-26,23167.3,23685.1,23066.7,23564.5,2684.16241617
2023-02-27,23564.4,23885.4,23108.4,23494.4,3324.94185289
2023-02-28,23491.1,23599.0,23042.0,23133.2,2635.87566403
2023-03-01,23133.2,23977.0,23044.0,23634.9,3268.56245958
2023-03-02,23633.7,23808.0,23202.0,23466.5,2933.02746824
2023-03-03,23466.6,23478.5,22000.0,22356.1,4394.07804812
2023-03-04,22356.0,22401.0,22168.5,22348.5,965.06040855
2023-03-05,22348.4,22667.2,22212.1,22426.9,1198.14583467
2023-03-06,22428.1,22600.0,22277.1,22409.4,1585.81448209
2023-03-07,22409.3,22554.6,21904.3,22196.9,2676.12280086
2023-03-08,22194.8,22267.9,21600.0,21699.1,2475.22437035
2023-03-09,21696.5,21819.0,20042.3,20363.6,5826.27991773
2023-03-10,20363.7,20364.0,19549.9,20224.7,8017.54803465
2023-03-11,20224.7,20879.0,19888.0,20616.4,9219.86536942
2023-03-12,20619.7,22299.9,20440.3,22157.5,7395.00122627
2023-03-13,22165.1,24599.0,21867.8,24208.3,13456.22908719
2023-03-14,24214.2,26526.0,24051.0,24753.4,12908.38729412
2023-03-15,24753.4,25300.0,23913.3,24372.6,7630.69436584
2023-03-16,24374.8,25213.0,24210.8,25053.7,6041.0602089
2023-03-17,25053.7,27839.2,24947.7,27447.7,11265.19166876
2023-03-18,27451.7,27795.0,26606.0,26964.6,7452.6557049
2023-03-19,26967.3,28450.0,26890.1,28049.9,7280.96203968
2023-03-20,28055.7,28590.6,27222.0,27773.0,9062.72138365
2023-03-21,27770.0,28473.5,27341.0,28154.1,6103.63568825
2023-03-22,28158.2,28879.9,26623.8,27300.0,10242.57325474
2023-03-23,27300.1,28798.9,27172.6,28321.4,7731.15502306
2023-03-24,28321.3,28399.7,27007.7,27491.0,6589.15682682
2023-03-25,27491.1,27829.7,27163.9,27490.5,2779.62312058
2023-03-26,27489.9,28240.4,27438.1,28000.0,2964.88161735
2023-03-27,27998.3,28038.0,26491.9,27134.5,5730.75642046
2023-03-28,27132.6,27521.4,26600.0,27267.6,3939.13158956
2023-03-29,27267.5,28629.4,27258.4,28358.2,5927.02148068
2023-03-30,28358.2,29190.0,27700.0,28034.0,6090.40996426
2023-03-31,28032.8,28648.2,27520.0,28466.8,4748.60085005
2023-04-01,28468.2,28800.0,28220.0,28462.8,2385.12052823
2023-04-02,28463.4,28530.0,27850.1,28185.0,1983.62823059
2023-04-03,28181.5,28500.0,27212.7,27800.7,5199.91885482
2023-04-04,27800.0,28429.0,27668.8,28175.5,2770.68305684
2023-04-05,28173.0,28792.3,27813.1,28179.1,4424.51538435
2023-04-06,28179.0,28194.9,27700.0,28040.0,2519.74938751
2023-04-07,28040.0,28111.3,27783.1,27922.9,1324.05873065
2023-04-08,27923.0,28170.0,27886.0,27956.0,814.32026236
2023-04-09,27955.9,28548.7,27812.2,28333.7,1685.88383105
2023-04-10,28333.8,29800.0,28170.0,29655.0,5357.58172588
2023-04-11,29654.9,30586.0,29615.0,30227.6,5638.76555055
2023-04-12,30227.7,30505.5,29645.8,29895.2,4582.12074125
2023-04-13,29895.2,30650.8,29873.9,30405.9,3994.17529269
2023-04-14,30406.0,31050.0,30000.0,30493.2,5123.14673656
2023-04-15,30493.2,30624.1,30250.0,30315.9,1579.39907208
2023-04-16,30315.9,30555.6,30145.0,30316.0,1432.96396029
2023-04-17,30316.1,30319.3,29267.0,29449.2,3766.8064317
2023-04-18,29449.3,30480.8,29123.0,30388.8,4929.64383797
2023-04-19,30386.8,30410.5,28577.0,28814.0,5844.55075463
2023-04-20,28814.3,29098.7,28009.0,28241.5,4836.04373377
2023-04-21,28245.7,28361.9,27146.2,27264.3,4842.13322233
2023-04-22,27264.4,27892.2,27137.5,27818.8,1867.60323537
2023-04-23,27818.7,27818.8,27344.0,27589.7,1565.9663099
2023-04-24,27588.1,28000.0,26969.4,27518.6,3754.95595705
2023-04-25,27518.5,28385.0,27189.0,28300.9,3883.04565478
2023-04-26,28300.9,30037.3,27258.4,28424.9,9275.43679786
2023-04-27,28425.0,29882.1,28392.9,29472.4,6148.94625134
2023-04-28,29476.8,29605.0,28904.6,29323.9,3740.03677477
2023-04-29,29323.9,29459.8,29015.0,29240.6,1587.33019787
2023-04-30,29240.7,29975.0,29103.0,29243.1,4212.93767661
2023-05-01,29245.3,29330.9,27643.2,28074.1,4858.00353671
2023-05-02,28076.6,28937.5,27877.9,28677.1,3612.13896667
2023-05-03,28678.8,29267.5,28135.0,29033.3,3967.54641564
2023-05-04,29034.5,29372.0,28699.6,28852.7,3076.75043104
2023-05-05,28852.9,29697.4,28829.8,29530.2,4046.70051502
2023-05-06,29530.3,29868.1,28338.0,28901.7,2964.14002016
2023-05-07,28901.6,29191.8,28438.4,28468.0,1837.80652141
2023-05-08,28466.8,28662.8,27282.1,27693.2,4230.41241073
2023-05-09,27693.7,27824.5,27367.8,27635.0,3355.02615023
2023-05-10,27635.1,28334.2,26792.9,27617.8,5297.86230387
2023-05-11,27615.6,27645.9,26720.0,26979.3,3146.26752891
2023-05-12,26977.9,27102.1,25827.4,26800.0,5673.64418457
2023-05-13,26800.0,27105.5,26700.6,26786.3,1548.70157447
2023-05-14,26788.4,27194.7,26600.0,26923.0,1137.43309167
2023-05-15,26922.2,27677.0,26727.8,27167.6,4189.47605142
2023-05-16,27166.2,27301.2,26850.1,27036.0,2539.67048223
2023-05-17,27036.0,27500.0,26550.0,27402.3,3860.62576672
2023-05-18,27402.3,27474.3,26345.0,26817.9,3735.41085139
2023-05-19,26819.0,27174.8,26635.3,26887.4,2132.49090486
2023-05-20,26887.4,27155.0,26834.2,27111.4,1025.43353302
2023-05-21,27111.1,27270.0,26667.4,26750.6,1811.14516825
2023-05-22,26749.5,27096.0,26512.4,26854.8,2008.48404323
2023-05-23,26855.4,27511.7,26807.3,27221.5,2637.11618376
2023-05-24,27221.5,27235.4,26069.1,26327.7,3613.20190584
2023-05-25,26327.8,26607.4,25865.0,26476.5,2604.96597203
2023-05-26,26476.6,26940.3,26338.0,26706.3,2926.57631713
2023-05-27,26715.9,26900.0,26554.8,26873.7,1621.04190349
2023-05-28,26873.7,28257.0,26788.7,28090.0,3644.60095474
2023-05-29,28090.0,28450.0,27550.0,27741.3,2937.72767029
2023-05-30,27741.4,28047.0,27559.8,27699.2,3455.19285926
2023-05-31,27699.2,27828.6,26841.3,27216.2,3519.32630729
2023-06-01,27215.1,27341.5,26571.5,26814.8,2863.4909428
2023-06-02,26815.4,27312.2,26500.1,27253.2,2826.53115453
2023-06-03,27253.1,27344.6,26931.8,27071.9,1060.28848034
2023-06-04,27072.0,27489.0,26967.0,27122.9,904.69756054
2023-06-05,27122.9,27128.0,25400.0,25721.0,5608.02758188
2023-06-06,25724.8,27368.4,25369.0,27240.1,5996.09693816
2023-06-07,27240.0,27387.3,26131.7,26352.3,4516.21954592
2023-06-08,26352.3,26831.0,26221.7,26506.7,2485.13382719
2023-06-09,26506.7,26784.4,26275.4,26484.1,1980.45345229
2023-06-10,26484.1,26530.8,25400.0,25851.0,4580.01406144
2023-06-11,25851.0,26200.0,25659.0,25929.0,1486.51277111
2023-06-12,25929.1,26098.3,25620.2,25904.8,2145.63805352
2023-06-13,25904.8,26399.9,25713.4,25932.9,2663.90412894
2023-06-14,25928.7,26064.8,24818.0,25123.9,4189.43222199
2023-06-15,25124.0,25743.8,24751.1,25577.1,4450.15834054
2023-06-16,25577.0,26497.0,25140.0,26323.0,3754.76905266
2023-06-17,26323.0,26793.8,26175.0,26511.8,1777.04973237
2023-06-18,26511.9,26685.1,26253.2,26334.7,1332.05039946
2023-06-19,26334.7,27041.8,26262.7,26840.0,3537.78926992
2023-06-20,26840.1,28400.0,26650.0,28308.9,7518.18966948
2023-06-21,28308.8,30794.9,28280.3,29992.0,9800.50387289
2023-06-22,29986.8,30460.0,29550.0,29900.0,6065.20894007
2023-06-23,29900.1,31435.3,29820.0,30687.7,6294.80793672
2023-06-24,30687.7,30812.3,30254.6,30542.4,2012.18857061
2023-06-25,30542.4,31025.4,30250.0,30447.3,1994.52104511
2023-06-26,30447.2,30645.0,29914.6,30264.2,2819.66185562
2023-06-27,30264.2,31008.5,30223.6,30695.8,3399.78078259
2023-06-28,30695.9,30720.9,29834.2,30088.1,3264.30738921
2023-06-29,30088.2,30825.0,30052.5,30450.6,2830.05933982
2023-06-30,30450.5,31276.9,29375.6,30475.0,6436.30990754
2023-07-01,30475.0,30640.3,30333.2,30591.7,708.9249389
2023-07-02,30591.7,30783.2,30192.0,30622.7,726.83724643
2023-07-03,30622.7,31373.7,30586.0,31144.9,2516.53374604
2023-07-04,31145.0,31319.7,30622.6,30781.9,1677.57052547
2023-07-05,30781.9,30856.6,30160.4,30502.8,2381.90896289
2023-07-06,30502.8,31631.0,29868.3,29901.7,4687.5195512
2023-07-07,29907.7,30433.3,29699.0,30339.1,2370.66933128
2023-07-08,30339.1,30380.9,30077.0,30294.3,647.42022758
2023-07-09,30294.3,30448.3,30100.0,30175.1,572.6126894
2023-07-10,30175.1,31017.3,29966.1,30409.9,2484.19046656
2023-07-11,30409.9,30786.6,30329.0,30623.9,1749.52300431
2023-07-12,30623.9,30969.0,30230.0,30395.3,2509.58609418
2023-07-13,30395.3,31790.8,30217.1,31486.0,4744.47078912
2023-07-14,31486.1,31634.2,29950.0,30329.7,4146.59095507
2023-07-15,30329.7,30387.6,30270.5,30284.4,617.38556731
2023-07-16,30284.4,30447.5,30069.0,30239.3,804.64532027
2023-07-17,30239.3,30330.9,29669.0,30148.2,2242.0369222
2023-07-18,30148.2,30212.5,29500.0,29857.3,2056.46485575
2023-07-19,29857.3,30199.9,29762.9,29912.6,1796.0905576
2023-07-20,29912.7,30405.9,29591.2,29797.9,2182.59405368
2023-07-21,29797.9,30053.2,29720.3,29915.1,1288.54211114
2023-07-22,29915.1,29980.1,29650.0,29766.8,638.1612134
2023-07-23,29766.7,30333.5,29746.8,30082.4,833.08133708
2023-07-24,30082.4,30087.3,28880.0,29178.4,2561.93136821
2023-07-25,29179.9,29371.0,29060.9,29225.0,1194.30071892
2023-07-26,29225.0,29678.3,29105.5,29336.1,2031.4687993
2023-07-27,29336.1,29553.3,29071.7,29209.0,1379.55036178
2023-07-28,29209.0,29506.1,29112.8,29314.2,1100.84828241
2023-07-29,29315.4,29392.4,29261.9,29360.4,627.28099598
2023-07-30,29360.5,29440.4,29054.8,29277.7,448.50009551
2023-07-31,29277.8,29500.0,29123.9,29227.6,1448.52308833
2023-08-01,29227.6,29695.2,28760.0,29695.2,2853.54766918
2023-08-02,29694.9,30000.0,28932.9,29152.3,2900.00476038
2023-08-03,29152.3,29395.8,28960.0,29187.2,1921.07280717
2023-08-04,29187.2,29305.2,28800.0,29072.9,1209.79542053
2023-08-05,29073.0,29099.9,28955.7,29047.1,412.22039116
2023-08-06,29047.2,29153.8,28952.1,29036.9,447.68761327
2023-08-07,29037.0,29225.0,28628.9,29179.0,2071.0425233
2023-08-08,29179.0,30190.0,29113.7,29766.6,3409.68303902
2023-08-09,29766.6,30099.2,29372.8,29570.8,2410.68808924
2023-08-10,29570.9,29694.4,29329.0,29429.0,1482.92884713
2023-08-11,29429.0,29534.0,29208.1,29399.0,1031.82840015
2023-08-12,29399.0,29455.6,29353.9,29412.4,389.62535967
2023-08-13,29412.5,29440.1,29260.0,29285.1,490.06627965
2023-08-14,29285.1,29657.8,29100.0,29418.4,1250.38327077
2023-08-15,29418.5,29450.0,29075.0,29165.4,1194.06219207
2023-08-16,29165.4,29219.9,28695.3,28698.5,1475.96683852
2023-08-17,28699.3,28748.0,24800.0,26636.6,5962.14893579
2023-08-18,26633.1,26820.0,25607.1,26046.6,3116.95003319
2023-08-19,26046.5,26250.0,25800.1,26083.2,950.11556572
2023-08-20,26083.2,26275.3,25995.7,26188.5,583.23160868
2023-08-21,26188.5,26225.0,25807.3,26123.4,1245.46717715
2023-08-22,26123.4,26123.4,25359.9,26040.4,1646.3291121
2023-08-23,26040.5,26779.4,25803.4,26417.4,2401.35543324
2023-08-24,26417.5,26562.0,25875.7,26160.0,1416.88216044
2023-08-25,26160.0,26281.5,25778.0,26049.8,1427.03372258
2023-08-26,26049.9,26098.3,25984.9,26002.4,356.70707825
2023-08-27,26002.4,26165.9,25966.6,26087.4,448.29657304
2023-08-28,26087.4,26230.9,25860.2,26109.6,1348.3081503
2023-08-29,26109.6,28150.0,25927.2,27731.7,4726.09076451
2023-08-30,27731.7,27757.3,27005.2,27305.4,2032.95732924
2023-08-31,27305.4,27605.5,25663.0,25936.2,2375.02443369
2023-09-01,25936.3,26127.0,25333.3,25808.3,2544.98277665
2023-09-02,25808.3,25973.8,25754.1,25869.7,614.23333921
2023-09-03,25869.7,26119.0,25820.1,25969.4,619.21434504
2023-09-04,25969.4,26079.2,25630.8,25806.3,849.90782256
2023-09-05,25806.3,25868.8,25580.5,25788.7,941.71467932
2023-09-06,25788.8,26000.0,25385.2,25763.8,1152.75666178
2023-09-07,25763.7,26487.7,25609.0,26236.4,2170.1435956
2023-09-08,26236.5,26414.0,25650.0,25905.2,2181.02001657
2023-09-09,25905.3,25919.2,25803.7,25891.3,339.50872669
2023-09-10,25891.3,26040.7,25582.5,25830.0,961.69552118
2023-09-11,25830.0,25875.0,24925.0,25163.4,3265.83063715
2023-09-12,25163.4,26528.9,25140.1,25832.4,3632.51248271
2023-09-13,25832.4,27212.0,25780.0,26231.1,2898.11469839
2023-09-14,26231.2,26833.0,26154.6,26535.5,2586.89823298
2023-09-15,26535.5,26887.7,26220.9,26610.0,2739.20878369
2023-09-16,26610.1,26756.8,26480.5,26568.5,519.04251464
2023-09-17,26568.4,26603.2,26412.0,26539.8,402.86791697
2023-09-18,26539.9,27468.1,26405.7,26758.3,3044.11850614
2023-09-19,26758.3,27494.5,26691.2,27228.6,2891.06865242
2023-09-20,27228.6,27397.8,26826.7,27135.1,2185.3227888
2023-09-21,27135.1,27150.0,26358.2,26567.6,2525.1504168
2023-09-22,26567.6,26716.9,26490.0,26583.8,1377.78818382
2023-09-23,26583.8,26630.0,26500.0,26580.8,554.31605307
2023-09-24,26580.8,26711.0,26157.0,26252.3,722.68160905
2023-09-25,26252.4,26420.0,26000.0,26289.8,2938.53345591
2023-09-26,26289.8,26393.2,26094.3,26214.9,1256.88728531
2023-09-27,26214.9,26818.2,26100.1,26359.9,2024.3096072
2023-09-28,26359.9,27312.9,26329.9,27026.8,2519.55847133
2023-09-29,27027.3,27225.7,26692.0,26920.1,2046.27520387
2023-09-30,26920.1,27096.0,26888.3,26972.9,591.63366313
2023-10-01,26972.1,28087.9,26965.7,27981.1,1803.40971306
2023-10-02,27981.1,28572.5,27298.0,27500.9,5477.09708743
2023-10-03,27500.9,27658.2,27189.0,27428.2,2269.82042802
2023-10-04,27428.2,27826.3,27229.8,27800.0,1661.17320354
2023-10-05,27800.0,28116.4,27366.1,27413.8,2420.06613584
2023-10-06,27413.8,28284.9,27185.1,27947.8,2704.34987354
2023-10-07,27947.8,28028.7,27865.7,27973.4,811.49808618
2023-10-08,27973.4,28107.2,27740.1,27934.7,677.8912909
2023-10-09,27934.7,27996.8,27275.0,27586.1,2304.99609938
2023-10-10,27586.1,27713.6,27300.0,27397.3,1585.44517938
2023-10-11,27397.3,27468.9,26551.0,26868.2,3092.07799609
2023-10-12,26868.2,26925.0,26560.0,26760.9,1601.34612333
2023-10-13,26760.9,27137.0,26675.0,26867.9,2111.79481791
2023-10-14,26867.9,26976.5,26820.0,26857.3,730.75681777
2023-10-15,26857.3,27292.1,26820.1,27170.1,1026.08545185
2023-10-16,27170.1,30000.0,27119.9,28516.8,7787.35559589
2023-10-17,28516.8,28606.3,28100.0,28415.8,2328.47652769
2023-10-18,28415.8,28980.6,28170.0,28335.1,2035.02646802
2023-10-19,28335.1,28900.0,28150.5,28726.9,2372.54455712
2023-10-20,28727.0,30215.0,28600.1,29680.9,3812.08607916
2023-10-21,29680.9,30343.3,29483.5,29920.2,2252.19712262
2023-10-22,29920.2,30220.7,29694.1,29987.3,1328.85638275
